sku id,GROUP,part_number,product title,color / device,
741,"VersaCover for iPad (10.2-inch, 8th/7th gen)",99MO056306,VersaCover Case with Folding Cover,"Sakura Pink for iPad (10.2-inch, 9th/8th/7th gen)","VersaCover Case with Folding Cover - Sakura Pink for iPad (10.2-inch, 9th/8th/7th gen)"
706,"VersaCover for iPad (10.2-inch, 8th/7th gen)",99MO056261,VersaCover Case with Folding Cover,"Stone Gray for iPad (10.2-inch, 9th/8th/7th gen)","VersaCover Case with Folding Cover - Stone Gray for iPad (10.2-inch, 9th/8th/7th gen)"
701,VersaCover for iPad (5th/6th Gen.),99MO056302,VersaCover Case with Folding Cover,Sakura Pink for iPad (5th/6th Gen.),VersaCover Case with Folding Cover - Sakura Pink for iPad (5th/6th Gen.)
695,VersaCover for iPad (5th/6th Gen.),99MO056004,VersaCover Case with Folding Cover,Metro Black for iPad (5th/6th Gen.),VersaCover Case with Folding Cover - Metro Black for iPad (5th/6th Gen.)
1317,"VersaCover for iPad Air (10.9-inch, 4th gen)/iPad Pro (11-inch)",99MO056263,VersaCover Case with Folding Cover,"Savanna Beige for iPad Air (10.9-inch, 4th gen)/iPad Pro (11-inch)","VersaCover Case with Folding Cover - Savanna Beige for iPad Air (10.9-inch, 4th gen)/iPad Pro (11-inch)"
1315,"VersaCover for iPad Air (10.9-inch, 4th gen)/iPad Pro (11-inch)",99MO056083,VersaCover Case with Folding Cover,"Charcoal Black for iPad Air (10.9-inch, 4th gen)/iPad Pro (11-inch)","VersaCover Case with Folding Cover - Charcoal Black for iPad Air (10.9-inch, 4th gen)/iPad Pro (11-inch)"
1316,"VersaCover for iPad Air (10.9-inch, 4th gen)/iPad Pro (11-inch)",99MO056812,VersaCover Case with Folding Cover,"Sienna Orange for iPad Air (10.9-inch, 4th gen)/iPad Pro (11-inch)","VersaCover Case with Folding Cover - Sienna Orange for iPad Air (10.9-inch, 4th gen)/iPad Pro (11-inch)"
707,VersaCover for iPad mini (5th Gen),99MO064011,VersaCover Case with Folding Cover,Stone Gray for iPad mini (5th Gen),VersaCover Case with Folding Cover - Stone Gray for iPad mini (5th Gen)
697,VersaCover for iPad mini (5th Gen),99MO064002,VersaCover Case with Folding Cover,Metro Black for iPad mini (5th Gen),VersaCover Case with Folding Cover - Metro Black for iPad mini (5th Gen)
702,VersaCover for iPad mini (5th Gen),99MO064304,VersaCover Case with Folding Cover,Sakura Pink for iPad mini (5th Gen),VersaCover Case with Folding Cover - Sakura Pink for iPad mini (5th Gen)
696,VersaCover for iPad mini 4,99MO064001,VersaCover Case with Folding Cover,Metro Black for iPad mini 4,VersaCover Case with Folding Cover - Metro Black for iPad mini 4
1362,"VersaCover for iPad Pro (11-inch, 3rd-1st gen)",99MO056264,VersaCover Case with Folding Cover,"Savanna Beige for iPad Pro (11-inch, 3rd-1st gen)","VersaCover Case with Folding Cover - Savanna Beige for iPad Pro (11-inch, 3rd-1st gen)"
1363,"VersaCover for iPad Pro (11-inch, 3rd-1st gen)",99MO056813,VersaCover Case with Folding Cover,"Sienna Orange for iPad Pro (11-inch, 3rd-1st gen)","VersaCover Case with Folding Cover - Sienna Orange for iPad Pro (11-inch, 3rd-1st gen)"
1361,"VersaCover for iPad Pro (11-inch, 3rd-1st gen)",99MO056086,VersaCover Case with Folding Cover,"Charcoal Black for iPad Pro (11-inch, 3rd-1st gen)","VersaCover Case with Folding Cover - Charcoal Black for iPad Pro (11-inch, 3rd-1st gen)"
1352,"VersaCover for iPad Pro (12.9-inch, 5th gen)",99MO056085,VersaCover Case with Folding Cover,"Charcoal Black  for iPad Pro (12.9-inch, 5th gen)","VersaCover Case with Folding Cover - Charcoal Black  for iPad Pro (12.9-inch, 5th gen)"
708,VersaCover for iPad Pro 11-inch,99MO056011,VersaCover Case with Folding Cover,Stone Gray for iPad Pro 11-inch,VersaCover Case with Folding Cover - Stone Gray for iPad Pro 11-inch
698,VersaCover for iPad Pro 11-inch,99MO056008,VersaCover Case with Folding Cover,Metro Black for iPad Pro 11-inch,VersaCover Case with Folding Cover - Metro Black for iPad Pro 11-inch
705,VersaCover for iPad Pro 11‑inch (1st/2nd Gen),99MO056811,VersaCover Case with Folding Cover,Sienna Orange for iPad Pro 11‑inch (1st/2nd Gen),VersaCover Case with Folding Cover - Sienna Orange for iPad Pro 11‑inch (1st/2nd Gen)
704,VersaCover for iPad Pro 11‑inch (1st/2nd Gen),99MO056262,VersaCover Case with Folding Cover,Savanna Beige for iPad Pro 11‑inch (1st/2nd Gen),VersaCover Case with Folding Cover - Savanna Beige for iPad Pro 11‑inch (1st/2nd Gen)
692,VersaCover for iPad Pro 11‑inch (1st/2nd Gen),99MO056082,VersaCover Case with Folding Cover,Charcoal Black for iPad Pro 11‑inch (1st/2nd Gen),VersaCover Case with Folding Cover - Charcoal Black for iPad Pro 11‑inch (1st/2nd Gen)
699,VersaCover for iPad Pro 12.9-inch (2nd Gen),99MO056005,VersaCover Case with Folding Cover,Metro Black for iPad Pro 12.9-inch (2nd Gen),VersaCover Case with Folding Cover - Metro Black for iPad Pro 12.9-inch (2nd Gen)
693,VersaCover for iPad Pro 12.9-inch (3rd/4th Gen),99MO056010,VersaCover Case with Folding Cover,Charcoal Black for iPad Pro 12.9-inch (3rd/4th Gen),VersaCover Case with Folding Cover - Charcoal Black for iPad Pro 12.9-inch (3rd/4th Gen)
709,VersaCover for iPad Pro/Air (10.5-inch),99MO056013,VersaCover Case with Folding Cover,Stone Gray for iPad Pro/Air (10.5-inch),VersaCover Case with Folding Cover - Stone Gray for iPad Pro/Air (10.5-inch)
703,VersaCover for iPad Pro/Air (10.5-inch),99MO056303,VersaCover Case with Folding Cover,Sakura Pink for iPad Pro/Air (10.5-inch),VersaCover Case with Folding Cover - Sakura Pink for iPad Pro/Air (10.5-inch)
700,VersaCover for iPad Pro/Air (10.5-inch),99MO056006,VersaCover Case with Folding Cover,Metro Black for iPad Pro/Air (10.5-inch),VersaCover Case with Folding Cover - Metro Black for iPad Pro/Air (10.5-inch)
740,VersaKeyboard for iPad Air 2,99MO070008,VersaKeyboard Bluetooth Keyboard Case,Metro Black for iPad Air 2,VersaKeyboard Bluetooth Keyboard Case - Metro Black for iPad Air 2
770,VersaPouch Mini,99MO073741,VersaPouch Mini Sleeve with Case,Velvet Gray,VersaPouch Mini Sleeve with Case - Velvet Gray
1355,Vespo,99MO131261,Vespo,Ash Gray,Vespo - Ash Gray
1354,Vespo,99MO131001,Vespo,Eclipse Black,Vespo - Eclipse Black
775,Vesta for iPhone 7 Plus,99MO090306,Vesta Slim Hardshell Case,Blossom Pink for iPhone 7 Plus,Vesta Slim Hardshell Case - Blossom Pink for iPhone 7 Plus
771,Vesta for iPhone 7 Plus,99MO090514,Vesta Slim Hardshell Case,Bahama Blue for iPhone 7 Plus,Vesta Slim Hardshell Case - Bahama Blue for iPhone 7 Plus
781,Vesta for iPhone 7 Plus,99MO090012,Vesta Slim Hardshell Case,Herringbone Gray for iPhone 7 Plus,Vesta Slim Hardshell Case - Herringbone Gray for iPhone 7 Plus
776,Vesta for iPhone 8 Plus,99MO090304,Vesta Slim Hardshell Case,Blossom Pink for iPhone 8 Plus,Vesta Slim Hardshell Case - Blossom Pink for iPhone 8 Plus
782,Vesta for iPhone 8 Plus,99MO090011,Vesta Slim Hardshell Case,Herringbone Gray for iPhone 8 Plus,Vesta Slim Hardshell Case - Herringbone Gray for iPhone 8 Plus
772,Vesta for iPhone 8 Plus,99MO090513,Vesta Slim Hardshell Case,Bahama Blue for iPhone 8 Plus,Vesta Slim Hardshell Case - Bahama Blue for iPhone 8 Plus
777,Vesta for iPhone SE 2/8/7,99MO088304,Vesta Slim Hardshell Case,Blossom Pink for iPhone SE 2/8/7,Vesta Slim Hardshell Case - Blossom Pink for iPhone SE 2/8/7
773,Vesta for iPhone SE 2/8/7,99MO088513,Vesta Slim Hardshell Case,Bahama Blue for iPhone SE 2/8/7,Vesta Slim Hardshell Case - Bahama Blue for iPhone SE 2/8/7
783,Vesta for iPhone SE 2/8/7,99MO088011,Vesta Slim Hardshell Case,Herringbone Gray for iPhone SE 2/8/7,Vesta Slim Hardshell Case - Herringbone Gray for iPhone SE 2/8/7
787,Vesta for iPhone XR (SnapTo™),99MO116011,Vesta Slim Hardshell Case,Pebble Gray for iPhone XR (SnapTo™),Vesta Slim Hardshell Case - Pebble Gray for iPhone XR (SnapTo™)
785,Vesta for iPhone XR (SnapTo™),99MO116301,Vesta Slim Hardshell Case,Macaron Pink for iPhone XR (SnapTo™),Vesta Slim Hardshell Case - Macaron Pink for iPhone XR (SnapTo™)
779,Vesta for iPhone XR (SnapTo™),99MO116601,Vesta Slim Hardshell Case,Emerald Green for iPhone XR (SnapTo™),Vesta Slim Hardshell Case - Emerald Green for iPhone XR (SnapTo™)
780,Vesta for iPhone XS Max (SnapTo™),99MO116602,Vesta Slim Hardshell Case,Emerald Green for iPhone XS Max (SnapTo™),Vesta Slim Hardshell Case - Emerald Green for iPhone XS Max (SnapTo™)
788,Vesta for iPhone XS Max (SnapTo™),99MO116012,Vesta Slim Hardshell Case,Pebble Gray for iPhone XS Max (SnapTo™),Vesta Slim Hardshell Case - Pebble Gray for iPhone XS Max (SnapTo™)
786,Vesta for iPhone XS Max (SnapTo™),99MO116302,Vesta Slim Hardshell Case,Macaron Pink for iPhone XS Max (SnapTo™),Vesta Slim Hardshell Case - Macaron Pink for iPhone XS Max (SnapTo™)
774,Vesta for iPhone XS/X,99MO101511,Vesta Slim Hardshell Case,Bahama Blue for iPhone XS/X,Vesta Slim Hardshell Case - Bahama Blue for iPhone XS/X
784,Vesta for iPhone XS/X,99MO101031,Vesta Slim Hardshell Case,Herringbone Gray for iPhone XS/X,Vesta Slim Hardshell Case - Herringbone Gray for iPhone XS/X
778,Vesta for iPhone XS/X,99MO101302,Vesta Slim Hardshell Case,Blossom Pink for iPhone XS/X,Vesta Slim Hardshell Case - Blossom Pink for iPhone XS/X
798,Vitros for iPhone 11,99MO103907,Vitros Slim Clear Case,Crystal Clear for iPhone 11,Vitros Slim Clear Case - Crystal Clear for iPhone 11
806,Vitros for iPhone 11,99MO103204,Vitros Slim Clear Case,Jet Silver for iPhone 11,Vitros Slim Clear Case - Jet Silver for iPhone 11
814,Vitros for iPhone 11,99MO103037,Vitros Slim Clear Case,Raven Black for iPhone 11,Vitros Slim Clear Case - Raven Black for iPhone 11
790,Vitros for iPhone 11 Pro,99MO103303,Vitros Slim Clear Case,Champagne Gold for iPhone 11 Pro,Vitros Slim Clear Case - Champagne Gold for iPhone 11 Pro
799,Vitros for iPhone 11 Pro,99MO103906,Vitros Slim Clear Case,Crystal Clear for iPhone 11 Pro,Vitros Slim Clear Case - Crystal Clear for iPhone 11 Pro
815,Vitros for iPhone 11 Pro,99MO103036,Vitros Slim Clear Case,Raven Black for iPhone 11 Pro,Vitros Slim Clear Case - Raven Black for iPhone 11 Pro
800,Vitros for iPhone 11 Pro Max,99MO103908,Vitros Slim Clear Case,Crystal Clear for iPhone 11 Pro Max,Vitros Slim Clear Case - Crystal Clear for iPhone 11 Pro Max
816,Vitros for iPhone 11 Pro Max,99MO103038,Vitros Slim Clear Case,Raven Black for iPhone 11 Pro Max,Vitros Slim Clear Case - Raven Black for iPhone 11 Pro Max
791,Vitros for iPhone 11 Pro Max,99MO103305,Vitros Slim Clear Case,Champagne Gold for iPhone 11 Pro Max,Vitros Slim Clear Case - Champagne Gold for iPhone 11 Pro Max
1297,Vitros for iPhone 12 mini,99MO128901,Vitros Slim Clear Case,Crystal Clear for iPhone 12 mini,Vitros Slim Clear Case - Crystal Clear for iPhone 12 mini
1299,Vitros for iPhone 12 Pro Max,99MO128903,Vitros Slim Clear Case,Crystal Clear for iPhone 12 Pro Max,Vitros Slim Clear Case - Crystal Clear for iPhone 12 Pro Max
1267,Vitros for iPhone 12/12 Pro,99MO128902,Vitros Slim Clear Case,Crystal Clear for iPhone 12/12 Pro,Vitros Slim Clear Case - Crystal Clear for iPhone 12/12 Pro
811,Vitros for iPhone 8 Plus/7 Plus,99MO103253,Vitros Slim Clear Case,Orchid Pink for iPhone 8 Plus/7 Plus,Vitros Slim Clear Case - Orchid Pink for iPhone 8 Plus/7 Plus
817,Vitros for iPhone 8 Plus/7 Plus,99MO103033,Vitros Slim Clear Case,Raven Black for iPhone 8 Plus/7 Plus,Vitros Slim Clear Case - Raven Black for iPhone 8 Plus/7 Plus
812,Vitros for iPhone SE 2/8/7,99MO103252,Vitros Slim Clear Case,Orchid Pink for iPhone SE 2/8/7,Vitros Slim Clear Case - Orchid Pink for iPhone SE 2/8/7
792,Vitros for iPhone XR,99MO103301,Vitros Slim Clear Case,Champagne Gold for iPhone XR,Vitros Slim Clear Case - Champagne Gold for iPhone XR
807,Vitros for iPhone XR,99MO103202,Vitros Slim Clear Case,Jet Silver for iPhone XR,Vitros Slim Clear Case - Jet Silver for iPhone XR
808,Vitros for iPhone XS Max,99MO103203,Vitros Slim Clear Case,Jet Silver for iPhone XS Max,Vitros Slim Clear Case - Jet Silver for iPhone XS Max
793,Vitros for iPhone XS Max,99MO103302,Vitros Slim Clear Case,Champagne Gold for iPhone XS Max,Vitros Slim Clear Case - Champagne Gold for iPhone XS Max
801,Vitros for iPhone XS Max,99MO103905,Vitros Slim Clear Case,Crystal Clear for iPhone XS Max,Vitros Slim Clear Case - Crystal Clear for iPhone XS Max
818,Vitros for iPhone XS Max,99MO103035,Vitros Slim Clear Case,Raven Black for iPhone XS Max,Vitros Slim Clear Case - Raven Black for iPhone XS Max
809,Vitros for iPhone XS/X,99MO103201,Vitros Slim Clear Case,Jet Silver for iPhone XS/X,Vitros Slim Clear Case - Jet Silver for iPhone XS/X
819,Vitros for iPhone XS/X,99MO103031,Vitros Slim Clear Case,Raven Black for iPhone XS/X,Vitros Slim Clear Case - Raven Black for iPhone XS/X
802,Vitros for iPhone XS/X,99MO103901,Vitros Slim Clear Case,Crystal Clear for iPhone XS/X,Vitros Slim Clear Case - Crystal Clear for iPhone XS/X
796,Vitros for iPhone XS/X,99MO103321,Vitros Slim Clear Case,Crimson Red for iPhone XS/X,Vitros Slim Clear Case - Crimson Red for iPhone XS/X
813,Vitros for iPhone XS/X,99MO103251,Vitros Slim Clear Case,Orchid Pink for iPhone XS/X,Vitros Slim Clear Case - Orchid Pink for iPhone XS/X
832,Vortex 2,99MO035243,Vortex 2 Earbuds with Mic,Light Steel,Vortex 2 Earbuds with Mic - Light Steel
833,Vortex Air,99MO035023,Vortex Air Bluetooth Earbuds with Mic,Dark Steel,Vortex Air Bluetooth Earbuds with Mic - Dark Steel
834,Wall Charging Kit,99MO022129,Wall Charging Kit with 2 USB-A Ports,TW Version,Wall Charging Kit with 2 USB-A Ports - TW Version
838,Wall Mount for iPad,99MO083101,Wall Mount for MetaCover Series,White for iPad,Wall Mount for MetaCover Series - White for iPad
841,World Travel Adapter with USB-C and USB-A Ports,99MO022156,World Travel Adapter with USB-C and USB-A Ports,White,World Travel Adapter with USB-C and USB-A Ports - White
842,Wristlet Clutch,99MO095741,Wristlet Clutch,Olive Green,Wristlet Clutch - Olive Green
843,Wristlet Clutch,99MO095735,Wristlet Clutch,Vintage Brown,Wristlet Clutch - Vintage Brown
845,XT Black for iPhone SE 2/8/7,99MO088061,XT Slim Clear Case,Stealth Black for iPhone SE 2/8/7,XT Slim Clear Case - Stealth Black for iPhone SE 2/8/7
844,XT for iPhone 7 Plus,99MO090061,XT Slim Clear Case,Stealth Black for iPhone 8Plus/7 Plus,XT Slim Clear Case - Stealth Black for iPhone 8Plus/7 Plus
848,Xync with Lightning Connector,99MO023124,Xync with Lightning Connector,White,Xync with Lightning Connector - White
850,Xync with Micro USB Connector,99MO023051,Xync with Micro USB Connector,Black,Xync with Micro USB Connector - Black
